# p31 sites — machine-readable ledger (tools/string_sites.py --p31-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=1d3baaf6487a8e3faf4c900e49dbcaae6ddbe1e7f996a47b161c74b502b43477
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir
7016DDE9	WCMV	7016DDC2	HELP	ASSIGN-STR-VARYING	a	EMIT			7016DDDF 7016DDE1 7016DDE3 7016DDE5 7016DDE7	[@wp(ac3, 1214), 493 varying] = [@bp(ac3, 1904), 493]
7016DE9C	WCMV	7016DE91	HIT_ANY_CHAR	ASSIGN-LIT-VARYING	a	EMIT			7016DE93 7016DE95 7016DE96 7016DE98 7016DE9A	[@wp(ac3, 4), 30 varying] = [@0x7016DE07:0, "\x0BHit any character to continue"]
7016E048	WCMV	7016E020	INIT_OBJ_TBL	ASSIGN-LIT-VARYING	b	EMIT			7016E03C 7016E03E 7016E03F 7016E042 7016E045	[@(M32[0x70000210] + 0x1F216), 244 varying] = [@0x701515AA:0, "\x00  \x00\x1C\x22\x22\x1D\x1Cww\x1D\x1CWW\x1D\x1C!!\x1D\x1C()\x1D\x1Cff\x1D\x1Cmm\x1D\x1CMM\x1D\x1C++\x1D\x1Cx \x1D\x00/-\x00\x00--\x00\x00-\x5C\x00\x00\x5C-\x00\x00-/\x00\x00|-\x00\x00-|\x00 \x14 \x15\x14 \x15 |\x14 \x15\x14 \x15||\x14S\x15\x00# \x00\x00[]\x00\x00%%\x00 \x14 \x15\x14 \x15 \x14/ \x15\x14 \x5C\x15\x0Et \x0F\x00_^\x00\x00^_\x00|\x14 \x15\x14 \x15|\x1C**\x1D\x0E~~\x0F\x00|-\x00\x00-|\x00\x00--\x00\x00| \x00\x00 |\x00\x0E..\x0F\x0E:.\x0F\x0E.:\x0F\x0E :\x0F\x0E: \x0F\x14\x22\x22\x15\x14\x22\x15  \x14\x22\x15\x14{}\x15\x0E()\x0F\x00\x3B\x3B\x00\x00| \x00\x00 |\x00\x14|/\x15\x14\x5C|\x15\x00/ \x00\x00 \x5C\x00\x1C. \x1D\x1CII\x1D"]
7016E05D	WCMV	7016E020	INIT_OBJ_TBL	ASSIGN-LIT-VARYING	b	EMIT			7016E051 7016E053 7016E054 7016E057 7016E05A	[@(M32[0x70000210] + 0x1F344), 268 varying] = [@0x70151624:0, "\x14A\x15 \x14T\x15 \x14L\x15 \x14B\x15 \x14M\x15 \x14C\x15 \x14S\x15 \x14Wd\x15\x14Wd\x15\x14Wd\x15\x14Wd\x15\x14Wd\x15\x14Wd\x15                                                                    \x14dr\x15\x14og\x15\x14go\x15\x14wi\x15\x14gr\x15\x14cy\x15\x14tr\x15\x14bk\x15\x14hy\x15\x14sp\x15\x14mi\x15\x14so\x15\x14ha\x15\x14kn\x15\x14bd\x15\x14pe\x15\x14st\x15\x14gi\x15\x14rd\x15\x14ad\x15\x14br\x15\x14rr\x15\x14dw\x15\x14el\x15\x14ki\x15\x14de\x15\x14gh\x15\x14bw\x15\x14ea\x15\x14wo\x15\x14cg\x15\x14ow\x15\x14eg\x15\x14du\x15\x14ba\x15\x14rg\x15\x14bg\x15"]
7016E072	WCMV	7016E020	INIT_OBJ_TBL	ASSIGN-STR-VARYING	b	EMIT			7016E066 7016E068 7016E069 7016E06C 7016E06F	[@(M32[0x70000210] + 0x1F472), 36 varying] = [@0x70000C7E:0, 36]
7016E087	WCMV	7016E020	INIT_OBJ_TBL	ASSIGN-STR-VARYING	b	EMIT			7016E07B 7016E07D 7016E07E 7016E081 7016E084	[@(M32[0x70000210] + 0x1F5A0), 120 varying] = [@0x70000C90:0, 120]
7016E2E7	WCMV	7016E2DC	KILL_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7016E2DE 7016E2E0 7016E2E1 7016E2E3 7016E2E5	[@wp(ac3, 2), 31 varying] = [@0x7016E23D:0, "Couldn't access user_data_file\x0A"]
7016E302	WCMV	7016E2F9	KILL_PLAYER	ASSIGN-LIT-VARYING	d	EMIT			7016E2F9 7016E2FB 7016E2FC 7016E2FE 7016E300	[@wp(ac3, 534), 15 varying] = [@0x7016E235:0, "USER_DATA_FILE\x00"]
7016E328	WCMV	7016E31F	KILL_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7016E31F 7016E321 7016E322 7016E324 7016E326	[@wp(ac3, 544), 32 varying] = [@0x7016E225:0, "\x0CWhat player name to kill off ? "]
7016E355	WCMV	7016E34E	KILL_PLAYER	ASSIGN-STR-VARYING-PAD	?	REFUSE	P32-SUBSTR	operand is a phi/min (SUBSTR with a computed length): phi(32, N[0x7000021C])		
7016E360	WCMV	7016E34E	KILL_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7016E356 7016E358 7016E35A 7016E35C 7016E35E	[@wp(ac3, 534), 11 varying] = [@0x7016E21F:0, "Password ? "]
7016E3B7	WCMP	7016E3AB	KILL_PLAYER	-	-	EMIT			7016E3AD 7016E3AF 7016E3B1 7016E3B3 7016E3B5	ac1 = cmp([@R[wp(ac3, 18)], varying], [@wp(ac3, 516), varying])
7016E3CA	WCMP	7016E3BD	KILL_PLAYER	-	-	EMIT			7016E3BD 7016E3C0 7016E3C2 7016E3C4 7016E3C5 7016E3C8	ac1 = cmp([@(M32[wp(ac3, 18)] + 17), varying], [@0x7000021C, varying])
7016E411	WCMV	7016E408	KILL_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7016E408 7016E40A 7016E40B 7016E40D 7016E40F	[@wp(ac3, 566), 62 varying] = [@0x7016E1FF:0, "That player is currently active!\x0AHit any character to continue"]
7016E431	WCMV	7016E425	KILL_PLAYER	ASSIGN-LIT-VARYING	p	EMIT			7016E425 7016E427 7016E428 7016E42A 7016E42C 7016E42E	[@R[wp(ac3, 18)], 32 varying] = [@0x7015155A:0, "                                "]
7016E43F	WCMV	7016E425	KILL_PLAYER	ASSIGN-LIT-VARYING	p	EMIT			7016E432 7016E434 7016E436 7016E438 7016E43A 7016E43C	[@(M32[wp(ac3, 18)] + 17), 32 varying] = [@0x7015155A:0, "                                "]
7016E596	WCMV	7016E58D	KILL_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7016E58D 7016E58F 7016E590 7016E592 7016E594	[@wp(ac3, 598), 65 varying] = [@0x7016E1DD:0, "That player/password does not exist\x0AHit any character to continue"]
7016EBA0	WCMV	7016EB90	LIST_PLAYERS	ASSIGN-LIT-VARYING	a	EMIT			7016EB97 7016EB99 7016EB9A 7016EB9C 7016EB9E	[@wp(ac3, 522), 81 varying] = [@0x7016EAE3:0, "\x0CHit (P) for players (C) for castles (A) for alliances (I) for castle inventory: "]
7016EBC4	WCMV	7016EBBB	LIST_PLAYERS	ASSIGN-LIT-VARYING	a	EMIT			7016EBBB 7016EBBD 7016EBBE 7016EBC0 7016EBC2	[@wp(ac3, 522), 20 varying] = [@0x7016EAD7:0, "Current alliances -\x0A"]
7016EC27	WCMV	7016EBFD	LIST_PLAYERS	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+12*N[(fp+14)]-0XFFFFD9A)]+6) is not a constant or a length word		
7016EC62	WCMV	7016EC57	LIST_PLAYERS	ASSIGN-LIT-VARYING	a	EMIT			7016EC59 7016EC5B 7016EC5C 7016EC5E 7016EC60	[@wp(ac3, 2), 31 varying] = [@0x7016EABF:0, "Couldn't access user_data_file\x0A"]
7016EC7D	WCMV	7016EC74	LIST_PLAYERS	ASSIGN-LIT-VARYING	d	EMIT			7016EC74 7016EC76 7016EC77 7016EC79 7016EC7B	[@wp(ac3, 568), 15 varying] = [@0x7016EAB7:0, "USER_DATA_FILE\x00"]
7016EC95	WCMV	7016EC8C	LIST_PLAYERS	ASSIGN-LIT-VARYING	a	EMIT			7016EC8C 7016EC8E 7016EC8F 7016EC91 7016EC93	[@wp(ac3, 584), 159 varying] = [@0x7016EA67:0, "\x0C  Player name    | STR |  INT  |  EXP  |   $   | PER | VIS | castles | Quest |\x0A-----------------|-----|-------|-------|-------|-----|-----|---------|-------|\x0A"]
7016ECE2	WCMP	7016ECD7	LIST_PLAYERS	-	-	EMIT			7016ECDA 7016ECDC 7016ECDE 7016ECE0	ac1 = cmp([@R[wp(ac3, 16)], varying], [@0x7016EA67:0, 0])
7016ED0D	WCMV	7016ED05	LIST_PLAYERS	ASSIGN-LIT-FIXED	a	EMIT			7016ED05 7016ED07 7016ED09 7016ED0B	[@bp(ac3, 48), 12] = [@0x7016EA65:0, " "]
7016ED28	WCMV	7016ED1F	LIST_PLAYERS	ASSIGN-STR-FIXED	a	REFUSE	P32-SUBSTR	operand is a phi/min (SUBSTR with a computed length): phi(12, N[W[(fp+16)]])		
7016EE72	WCMV	7016EE3A	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016EE68 7016EE6A 7016EE6C 7016EE6E 7016EE70	[@wp(ac3, 522), 21 varying] = [@bp(ac3, 1136), 21]
7016EEA6	WCMV	7016EE9E	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016EE9E 7016EEA0 7016EEA2 7016EEA4	[@bp(ac3, 48), 12] = [@wp(ac3, 522), varying]
7016EEBF	WCMV	7016EEB7	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016EEB7 7016EEB9 7016EEBB 7016EEBD	[@bp(ac3, 48), 12] = [@wp(ac3, 522), varying]
7016EED9	WCMV	7016EEC1	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016EECF 7016EED1 7016EED3 7016EED5 7016EED7	[@wp(ac3, 522), 6 varying] = [@bp(ac3, 1136), 6]
7016EF0D	WCMV	7016EF05	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016EF05 7016EF07 7016EF09 7016EF0B	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 6]
7016EF26	WCMV	7016EF1E	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016EF1E 7016EF20 7016EF22 7016EF24	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 6]
7016EF40	WCMV	7016EF28	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016EF36 7016EF38 7016EF3A 7016EF3C 7016EF3E	[@wp(ac3, 522), 8 varying] = [@bp(ac3, 1136), 8]
7016EF74	WCMV	7016EF6C	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016EF6C 7016EF6E 7016EF70 7016EF72	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 8]
7016EF8D	WCMV	7016EF85	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016EF85 7016EF87 7016EF89 7016EF8B	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 8]
7016EFA7	WCMV	7016EF8F	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016EF9D 7016EF9F 7016EFA1 7016EFA3 7016EFA5	[@wp(ac3, 522), 8 varying] = [@bp(ac3, 1136), 8]
7016EFDB	WCMV	7016EFD3	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016EFD3 7016EFD5 7016EFD7 7016EFD9	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 8]
7016EFF4	WCMV	7016EFEC	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016EFEC 7016EFEE 7016EFF0 7016EFF2	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 8]
7016F00E	WCMV	7016EFF6	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016F004 7016F006 7016F008 7016F00A 7016F00C	[@wp(ac3, 522), 9 varying] = [@bp(ac3, 1136), 9]
7016F042	WCMV	7016F03A	LIST_PLAYERS	ASSIGN-STR-FIXED	c	EMIT			7016F03A 7016F03C 7016F03E 7016F040	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 9]
7016F05B	WCMV	7016F053	LIST_PLAYERS	ASSIGN-STR-FIXED	c	EMIT			7016F053 7016F055 7016F057 7016F059	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 9]
7016F073	WCMV	7016F05D	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016F069 7016F06B 7016F06D 7016F06F 7016F071	[@wp(ac3, 522), 6 varying] = [@bp(ac3, 1136), 6]
7016F0A7	WCMV	7016F09F	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016F09F 7016F0A1 7016F0A3 7016F0A5	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 6]
7016F0C0	WCMV	7016F0B8	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016F0B8 7016F0BA 7016F0BC 7016F0BE	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 6]
7016F0D8	WCMV	7016F0C2	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016F0CE 7016F0D0 7016F0D2 7016F0D4 7016F0D6	[@wp(ac3, 522), 8 varying] = [@bp(ac3, 1136), 8]
7016F10C	WCMV	7016F104	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016F104 7016F106 7016F108 7016F10A	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 8]
7016F125	WCMV	7016F11D	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016F11D 7016F11F 7016F121 7016F123	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 8]
7016F13F	WCMV	7016F127	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016F135 7016F137 7016F139 7016F13B 7016F13D	[@wp(ac3, 522), 9 varying] = [@bp(ac3, 1136), 9]
7016F173	WCMV	7016F16B	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016F16B 7016F16D 7016F16F 7016F171	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 9]
7016F18C	WCMV	7016F184	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016F184 7016F186 7016F188 7016F18A	[@bp(ac3, 48), 12] = [@bp(ac3, 1046), 9]
7016F1A6	WCMV	7016F18E	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016F19C 7016F19E 7016F1A0 7016F1A2 7016F1A4	[@wp(ac3, 522), 6 varying] = [@bp(ac3, 1136), 6]
7016F37E	WCMV	7016F34E	LIST_PLAYERS	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+0X20A)]+7) is not a constant or a length word		
7016F3B0	WCMV	7016F3A7	LIST_PLAYERS	ASSIGN-LIT-VARYING	a	EMIT			7016F3A7 7016F3A9 7016F3AA 7016F3AC 7016F3AE	[@wp(ac3, 522), 44 varying] = [@0x7016EA23:0, "\x0A\x0AHit space bar at castle to see inventory.\x0A"]
7016F4A7	WCMV	7016F488	LIST_PLAYERS	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+0X20A)]+14) is not a constant or a length word		
7016F697	WCMV	7016F68E	LOOK	ASSIGN-LIT-VARYING	a	EMIT			7016F68E 7016F690 7016F691 7016F693 7016F695	[@wp(ac3, 8), 40 varying] = [@0x7016F5CD:0, "\x0BHit space bar at territory to examine.\x0A"]
7016F6AD	WCMV	7016F6A4	LOOK	ASSIGN-LIT-VARYING	a	EMIT			7016F6A4 7016F6A6 7016F6A7 7016F6A9 7016F6AB	[@wp(ac3, 30), 47 varying] = [@0x7016F5B5:0, "\x0BYou do not own any territory maps to examine.\x0A"]
7016F730	WCMV	7016F6F2	LOOK	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+20*N[(fp+2)]+W[0x70000212]-15)]+2) is not a constant or a length word		
7016FDE1	WCMV	7016FDD8	MOVE_FAMILIAR	ASSIGN-LIT-VARYING	a	EMIT			7016FDD8 7016FDDA 7016FDDB 7016FDDD 7016FDDF	[@wp(ac3, 26), 40 varying] = [@0x7016FBD9:0, "\x0BThe familiar is back to full strength!\x0A"]
7016FF14	WCMV	7016FE9D	MOVE_FAMILIAR	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+12*N[(+9*ac0@entry+W[0x70000212]+0X2CE9)]-0X10000BAA)]+N[(+686*N[W[(fp-12)]]+W[0x70000210]+23)]+15) is not a constant or a length word		
7016FF5E	WCMV	7016FF55	MOVE_FAMILIAR	ASSIGN-LIT-VARYING	a	EMIT			7016FF55 7016FF57 7016FF58 7016FF5A 7016FF5C	[@wp(ac3, 52), 25 varying] = [@0x7016FBC3:0, "\x0BThe familiar is killed!\x0A"]
70170419	WCMV	70170410	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			70170410 70170412 70170413 70170415 70170417	[@wp(ac3, 28), 24 varying] = [@0x70170241:0, "Stay in the current room"]
7017055C	WCMV	70170553	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			70170553 70170555 70170556 70170558 7017055A	[@wp(ac3, 28), 5 varying] = [@0x7017022D:0, "NORTH"]
7017058E	WCMV	70170585	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			70170585 70170587 70170588 7017058A 7017058C	[@wp(ac3, 28), 5 varying] = [@0x70170229:0, "SOUTH"]
70170673	WCMV	7017066A	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			7017066A 7017066C 7017066D 7017066F 70170671	[@wp(ac3, 28), 25 varying] = [@0x70170217:0, "\x0BYou can not go that way!"]
7017069F	WCMV	70170696	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			70170696 70170698 70170699 7017069B 7017069D	[@wp(ac3, 28), 36 varying] = [@0x70170205:0, "\x0BYou have found the lair of Sundar!\x0A"]
701706F8	WCMV	701706EF	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			701706EF 701706F1 701706F2 701706F4 701706F6	[@wp(ac3, 126), 99 varying] = [@0x701701D3:0, "\x0BThe power of the Dragon slayer sword alerts Sundar\x0A\x0BBoth you and Sundar are instantly teleported!\x0A"]
70170765	WCMV	7017075C	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			7017075C 7017075E 7017075F 70170761 70170763	[@wp(ac3, 28), 30 varying] = [@0x701701C3:0, "\x0BThe lair of Sundar is empty!\x0A"]
70170790	WCMV	70170787	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			70170787 70170789 7017078A 7017078C 7017078E	[@wp(ac3, 28), 53 varying] = [@0x701701A7:0, "\x0BSundar's sleeping body blocks entrance to the lair!\x0A"]
701707A9	WCMV	701707A0	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			701707A0 701707A2 701707A3 701707A5 701707A7	[@wp(ac3, 28), 30 varying] = [@0x701701C3:0, "\x0BThe lair of Sundar is empty!\x0A"]
701707F2	WCMV	701707E9	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			701707E9 701707EB 701707EC 701707EE 701707F0	[@wp(ac3, 28), 15 varying] = [@0x7017019F:0, " ... Descending"]
70170810	WCMV	70170807	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			70170807 70170809 7017080A 7017080C 7017080E	[@wp(ac3, 28), 14 varying] = [@0x70170197:0, " ... Ascending"]
70170857	WCMV	70170838	MOVE_IN_CAVE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+28)]+11) is not a constant or a length word		
701708FB	WCMV	701708F2	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			701708F2 701708F4 701708F5 701708F7 701708F9	[@wp(ac3, 126), 97 varying] = [@0x7017015F:0, "\x0BUpon entering the next room,\x0A\x09you have found a dragon slayer sword, but it cannot be taken yet!\x0A"]
70170B1E	WCMV	70170B15	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			70170B15 70170B17 70170B18 70170B1A 70170B1C	[@wp(ac3, 28), 36 varying] = [@0x7017012F:0, "\x0BHit space bar to pick up the book.\x0A"]
70170B7F	WCMV	70170B76	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			70170B76 70170B78 70170B79 70170B7B 70170B7D	[@wp(ac3, 10), 13 varying] = [@0x70170127:0, "decreased by "]
70170B8D	WCMV	70170B84	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			70170B84 70170B86 70170B87 70170B89 70170B8B	[@wp(ac3, 10), 13 varying] = [@0x7017011F:0, "increased by "]
70170B9C	WCMV	70170B93	MOVE_IN_CAVE	ASSIGN-LIT-VARYING	a	EMIT			70170B93 70170B95 70170B96 70170B98 70170B9A	[@wp(ac3, 28), 24 varying] = [@0x70170113:0, "\x0BThe book has no effect."]
701711F3	WCMV	701711EA	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701711EA 701711EC 701711ED 701711EF 701711F1	[@wp(ac3, 40), 25 varying] = [@0x70170F95:0, "Hover at current location"]
70171212	WCMV	70171209	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171209 7017120B 7017120C 7017120E 70171210	[@wp(ac3, 40), 24 varying] = [@0x70170F89:0, "Land at current location"]
70171243	WCMV	7017123A	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017123A 7017123C 7017123D 7017123F 70171241	[@wp(ac3, 40), 24 varying] = [@0x70170F7D:0, "Stay at current location"]
70171258	WCMV	7017124F	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017124F 70171251 70171252 70171254 70171256	[@wp(ac3, 54), 28 varying] = [@0x70170F6F:0, "Take off at current location"]
7017128D	WCMV	70171284	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171284 70171286 70171287 70171289 7017128B	[@wp(ac3, 40), 11 varying] = [@0x70170F69:0, "Fly to the "]
701712A2	WCMV	70171299	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171299 7017129B 7017129C 7017129E 701712A0	[@wp(ac3, 40), 12 varying] = [@0x70170F63:0, "Move to the "]
701712BB	WCMV	701712B2	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701712B2 701712B4 701712B5 701712B7 701712B9	[@wp(ac3, 40), 5 varying] = [@0x70170F5F:0, "NORTH"]
701712DA	WCMV	701712D1	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701712D1 701712D3 701712D4 701712D6 701712D8	[@wp(ac3, 40), 5 varying] = [@0x70170F5B:0, "SOUTH"]
7017136D	WCMV	70171364	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171364 70171366 70171367 70171369 7017136B	[@wp(ac3, 54), 27 varying] = [@0x70170F49:0, "\x0BHit space bar to transport"]
7017142C	WCMV	70171423	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171423 70171425 70171426 70171428 7017142A	[@wp(ac3, 40), 26 varying] = [@0x70170F3B:0, "\x0BThe transporter is broken"]
701715B2	WCMV	701715A9	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701715A9 701715AB 701715AC 701715AE 701715B0	[@wp(ac3, 40), 23 varying] = [@0x70170F2F:0, "\x0BYou cannot land there!"]
70171653	WCMV	7017164A	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017164A 7017164C 7017164D 7017164F 70171651	[@wp(ac3, 70), 40 varying] = [@0x70170F1B:0, "\x0BThe pegasus will not cross the barrier!"]
70171683	WCMV	7017167A	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017167A 7017167C 7017167D 7017167F 70171681	[@wp(ac3, 92), 48 varying] = [@0x70170F03:0, "\x0BThe battering ram has no effect on the barrier!"]
701716A8	WCMV	7017169F	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017169F 701716A1 701716A2 701716A4 701716A6	[@wp(ac3, 70), 31 varying] = [@0x70170EF3:0, "\x0BThe barrier cannot be crossed!"]
701716F3	WCMV	701716EA	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701716EA 701716EC 701716ED 701716EF 701716F1	[@wp(ac3, 70), 36 varying] = [@0x70170EE1:0, "\x0BThe pegasus is afraid of the ocean!"]
70171758	WCMV	7017174F	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017174F 70171751 70171752 70171754 70171756	[@wp(ac3, 54), 27 varying] = [@0x70170ED3:0, "\x0BThe princess cannot climb!"]
70171793	WCMV	7017178A	MOVE_PLAYER	ASSIGN-LIT-VARYING	d	EMIT			7017178A 7017178C 7017178D 7017178F 70171791	[@wp(ac3, 118), 59 varying] = [@0x70170EB5:0, "You shouldn't climb mountains without the proper equipment."]
701717CD	WCMV	701717C4	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			701717C4 701717C6 701717C7 701717C9 701717CB	[@wp(ac3, 70), 33 varying] = [@0x70170EA3:0, "\x0BYou cannot enter a building yet."]
70171830	WCMV	70171827	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171827 70171829 7017182A 7017182C 7017182E	[@wp(ac3, 118), 52 varying] = [@0x70170E89:0, "\x0BThe Staff of Ra has no further effect on the tower."]
70171856	WCMV	7017184D	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			7017184D 7017184F 70171850 70171852 70171854	[@wp(ac3, 150), 66 varying] = [@0x70170E67:0, "\x0BThe Staff of Ra has disabled the tower by it's magical influence."]
7017188C	WCMV	70171883	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171883 70171885 70171886 70171888 7017188A	[@wp(ac3, 54), 27 varying] = [@0x70170E59:0, "\x0BYou cannot enter a tower!."]
70171935	WCMV	70171903	MOVE_PLAYER	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+70)]+100) is not a constant or a length word		
7017196E	WCMV	70171965	MOVE_PLAYER	ASSIGN-LIT-VARYING	d	EMIT			70171965 70171967 70171968 7017196A 7017196C	[@wp(ac3, 70), 32 varying] = [@0x70170E15:0, "The hold guards have killed you!"]
70171A16	WCMV	70171A0D	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171A0D 70171A0F 70171A10 70171A12 70171A14	[@wp(ac3, 54), 28 varying] = [@0x70170DEF:0, "\x0BThe hold cannot be entered!"]
70171B07	WCMV	70171AFE	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171AFE 70171B00 70171B01 70171B03 70171B05	[@wp(ac3, 92), 43 varying] = [@0x70170DD9:0, "\x0BA loud rumbling is heard from the heavens!"]
70171B61	WCMV	70171B58	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171B58 70171B5A 70171B5B 70171B5D 70171B5F	[@wp(ac3, 70), 31 varying] = [@0x70170DC9:0, "\x0BThe temple cannot be entered.\x0A"]
70171B95	WCMV	70171B8C	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171B8C 70171B8E 70171B8F 70171B91 70171B93	[@wp(ac3, 118), 53 varying] = [@0x70170DAD:0, "\x0BHit space bar to attempt to enter Albion's fortress."]
70171BE7	WCMV	70171BDE	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171BDE 70171BE0 70171BE1 70171BE3 70171BE5	[@wp(ac3, 118), 52 varying] = [@0x70170D93:0, "\x0BThe magic shard allows access to Albion's fortress."]
70171D8E	WCMV	70171D85	MOVE_PLAYER	ASSIGN-LIT-VARYING	a	EMIT			70171D85 70171D87 70171D88 70171D8A 70171D8C	[@wp(ac3, 118), 51 varying] = [@0x70170D79:0, "\x0BAlbion the giant teleports to defend his fortress!"]
